,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
unique_2.0\0c8fe0b1315d730f1f3bf1e00d81c199e889e209.txt,6511,23772,6,0.0005608374908962996,6,216,7.302104131469821,14.699053551009772,216.062175295453,3.6510520657349104,3.6510520657349104,7.536015972968822,80.08099054158653,6412.965046121671,0.2513561155945805,0.019422624728567973,0.0003772383513467802,6506,23767,6,0.0005615817764622403,1,216,7.306178911773747,14.70378854696235,216.2013976337812,3.6530894558868736,3.6530894558868736,7.541653857977252,80.11148876087509,6417.850631483817,0.25148639242691384,0.019337422044875686,0.00037393589134164415
