,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
unique_2.0\0b6074a5da6b55553fc9957a51801d5d57548d22.txt,786,2514,5,0.004074488257888851,17,71,6.396946564885496,11.016845969843443,121.3708951232557,3.198473282442748,3.198473282442748,9.814249363867685,70.41982436750345,4958.9516639500325,0.27675790474677897,0.03992824133473359,0.0015942644560847281,749,2450,5,0.004373032135539008,1,71,6.542056074766355,11.21436276078767,125.76193213054125,3.2710280373831777,3.2710280373831777,9.937249666221629,70.09535520130778,4913.358820797506,0.2912754195187582,0.036264256943017326,0.0013150963316291803
