,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
unique_2.0\00e823e98aee0c8b0ec53946aebc39ebafcc7ad2.txt,165,325,3,0.012010347376201035,12,36,3.9393939393939394,5.225053354491236,27.30118255728012,1.9696969696969697,1.9696969696969697,1.1818181818181819,6.561642721959419,43.055155210643015,0.2459387631218984,0.033226267206759724,0.0011039848324949967,154,314,3,0.013326542738307443,1,36,4.077922077922078,5.308191311588573,28.17689500042441,2.038961038961039,2.038961038961039,1.2532467532467533,6.714837427464419,45.08904167727697,0.25230099696498165,0.03178294147053424,0.001010155368519405
