,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
unique_2.0\00e7df1089c475cec09cbe71a7eb27f2fea2cfbc.txt,928,2301,5,0.0026747851802254212,25,108,4.959051724137931,7.6299560062634635,58.216228657515906,2.4795258620689653,2.4795258620689653,10.686422413793103,97.11604423379778,9431.526047620968,0.2436756955230772,0.031259129097299485,0.0009771331519216355,899,2268,5,0.0028093575886099626,1,107,5.045606229143493,7.67760243992994,58.94557922561817,2.5228031145717464,2.5228031145717464,10.905450500556173,96.91942666647995,9393.375265359186,0.24642672613132116,0.030792472134372344,0.0009481763401460974
