,Unnamed: 0,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,Var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Blondel_C,Edges Blondel_C,Diameter Blondel_C,Density Blondel_C,Cluster biconected Blondel_C,Max degree Blondel_C,Mean degree Blondel_C,Sd degree Blondel_C,Var degree Blondel_C,Mean indegree Blondel_C,Mean outdegree Blondel_C,Mean betweenness Blondel_C,Sd betweenness Blondel_C,Var betweenness Blondel_C,Mean closeness Blondel_C,Sd closeness Blondel_C,Var closeness Blondel_C,C:\Angel\Data_2020\unique\22d0885ac8b41ffccd9310f443822a96618d4894.txt,var betweenness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster,C:\Angel\Data_2020\unique\594aaeb67f2dcae2109633eb4a030b79b05fbf04.txt
1389,C:\Angel\Data_2020\unique\3a9eadf1cce74b1e0abd5aeeb7951e490cfaecc3.txt,1017.0,2658.0,4.0,0.0025724107495412635,26.0,91.0,5.227138643067847,7.906100690193348,62.50642812347572,2.6135693215339235,2.6135693215339235,6.87708947885939,61.098724818985694,3733.0541745061378,0.26132247817220805,0.03367480895550271,0.0011339927581896056,144.0,223.0,9.0,0.02165889665889666,44.0,17.0,3.0972222222222223,3.4667641639508404,12.01845376845377,3.0972222222222223,3.0972222222222223,217.90277777777771,440.35117610197676,193909.15829439406,0.25334477441642284,0.03985798754013572,0.0015886591707496144,,,,,,,,,,,,,,,,,,,,
1390,C:\Angel\Data_2020\unique\3aa1a6bb32ad831fe08d65c968320ea09bad4de9.txt,19.0,31.0,2.0,0.09064327485380116,3.0,11.0,3.263157894736842,2.704771612111494,7.31578947368421,1.631578947368421,1.631578947368421,0.05263157894736842,0.22941573387056174,0.052631578947368425,0.4184941141760707,0.08512957537747162,0.007247044603948623,11.0,18.0,2.0,0.3272727272727273,1.0,9.0,3.272727272727273,2.8316394223456167,8.018181818181818,3.272727272727273,3.272727272727273,3.363636363636364,7.236411857105465,52.365656565656565,0.6198347107438017,0.14301209203765738,0.02045245846898739,,,,,,,,,,,,,,,,,,,,
1391,C:\Angel\Data_2020\unique\3aa29712a2314a6c9595ebcdfe34515a827bb4c7.txt,260.0,543.0,4.0,0.008063558063558064,7.0,24.0,4.176923076923076,4.695295245860205,22.045797445797444,2.0884615384615386,2.0884615384615386,1.3,6.792250233513429,46.134663234663236,0.2437737427642607,0.03618639221098861,0.0013094549812474974,40.0,75.0,6.0,0.09615384615384616,8.0,17.0,3.75,3.607328722589682,13.012820512820511,3.75,3.75,31.225,57.18456507307726,3270.0744825970082,0.3942753248853729,0.06380212884602472,0.00407071164528474,,,,,,,,,,,,,,,,,,,,
1392,C:\Angel\Data_2020\unique\3aa4c87fce841735cf053380ffb7e12a04ad6859.txt,61.0,102.0,2.0,0.027868852459016397,7.0,14.0,3.344262295081968,2.8976153753367573,8.396174863387976,1.6721311475409837,1.6721311475409837,0.2295081967213115,1.0391253152363422,1.0797814207650274,0.2905521185687595,0.04702377108706024,0.0022112350472482424,17.0,24.0,5.0,0.17647058823529413,7.0,9.0,2.8235294117647056,2.3247390745427503,5.4044117647058805,2.8235294117647056,2.8235294117647056,11.176470588235292,18.806901676076123,353.6995506535948,0.4330764038247237,0.08762927383890677,0.007678889633534113,,,,,,,,,,,,,,,,,,,,
1393,C:\Angel\Data_2020\unique\3aa4ee08dfd56a23594364eaaafa0f8060a4b1a2.txt,508.0,930.0,3.0,0.003610865209896101,59.0,29.0,3.6614173228346467,3.78301085945788,14.311171162776251,1.8307086614173234,1.8307086614173234,0.3248031496062992,2.1808777526088847,4.75622777182438,0.1488007627350345,0.031679002044228535,0.001003559170518236,84.0,154.0,8.0,0.04417670682730924,3.0,22.0,3.6666666666666665,3.540925388996748,12.538152610441768,3.6666666666666665,3.6666666666666665,99.03571428571428,177.48238507557443,31499.997012114472,0.3008876383258204,0.04100297211270674,0.0016812437220754064,,,,,,,,,,,,,,,,,,,,
1394,C:\Angel\Data_2020\unique\3aa86de6f52dd1470e1b2b499dfefc1ed14f4b58.txt,3.0,2.0,1.0,0.3333333333333333,2.0,2.0,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.1924500897298753,0.03703703703703705,3.0,2.0,2.0,0.6666666666666666,2.0,2.0,1.3333333333333333,0.5773502691896257,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.5773502691896258,0.33333333333333337,0.7777777777777778,0.1924500897298753,0.03703703703703705,,,,,,,,,,,,,,,,,,,,
1395,C:\Angel\Data_2020\unique\3aafbd3f0f9f41c25ea2ab606b64c8b2359e0822.txt,120.0,154.0,1.0,0.010784313725490198,43.0,11.0,2.566666666666667,1.4594423554205618,2.129971988795518,1.2833333333333334,1.2833333333333334,0.0,0.0,0.0,0.1729018174889455,0.033617104372100824,0.0011301097063647202,16.0,16.0,10.0,0.13333333333333333,13.0,3.0,2.0,0.5163977794943222,0.26666666666666666,2.0,2.0,25.875,21.43011899173684,459.25,0.23667259730856516,0.0554579147675302,0.0030755803103626445,,,,,,,,,,,,,,,,,,,,
1396,C:\Angel\Data_2020\unique\3ab9e91a74b6e7762b142c777e3b07c417215e65.txt,3130.0,7773.0,3.0,0.0007936678112718598,19.0,103.0,4.9667731629392975,7.040324531858232,49.56616951388485,2.4833865814696487,2.4833865814696487,0.3977635782747604,3.7008131356940317,13.696017865325494,0.20146479128253872,0.022108014794151372,0.000488764318138416,327.0,710.0,8.0,0.013320575598956868,51.0,60.0,4.342507645259939,6.221780253323552,38.71054952064689,4.342507645259939,4.342507645259939,459.40061162079513,1156.8417379467826,1338282.806655732,0.2657640580876309,0.031898096350849,0.001017488550808046,,,,,,,,,,,,,,,,,,,,
1397,C:\Angel\Data_2020\unique\3ac0b16cf999cee62d2d232b834f7b6c01be7f5c.txt,307.0,470.0,3.0,0.00500308701113453,49.0,32.0,3.0618892508143323,3.410778812139772,11.633412105341597,1.530944625407166,1.530944625407166,0.1758957654723127,1.2897302102546284,1.6634040152434482,0.11977673263883985,0.02045586380020273,0.00041844236381244473,44.0,59.0,9.0,0.06236786469344609,13.0,9.0,2.6818181818181817,1.610614894463101,2.5940803382663846,2.6818181818181817,2.6818181818181817,61.75,67.50221600789754,4556.5491659768595,0.26605531348589834,0.044305592857835516,0.0019629855584842853,,,,,,,,,,,,,,,,,,,,
1398,C:\Angel\Data_2020\unique\3ada6adbe73e5e6ca14ab8d88088587c5f7fe786.txt,2174.0,4413.0,4.0,0.0009341457910942652,123.0,83.0,4.059797608095677,6.067052326714236,36.809123935088614,2.0298988040478383,2.0298988040478383,1.1545538178472858,17.487667696498306,305.81852146315026,0.1319147105467493,0.019967472525621057,0.00039869995906143186,263.0,693.0,8.0,0.02011435869155081,12.0,82.0,5.269961977186312,9.504485220753716,90.33523931152584,5.269961977186312,5.269961977186312,270.50570342205316,970.1173491055335,941127.671035548,0.3337069438370444,0.04878116550691019,0.002379602108212564,,,,,,,,,,,,,,,,,,,,
1399,C:\Angel\Data_2020\unique\3aece8bdcf3100f7343cc36efcf8b44c306f5c22.txt,1872.0,4483.0,4.0,0.001279938512701741,27.0,188.0,4.789529914529915,9.430300017001011,88.93055841064925,2.3947649572649574,2.3947649572649574,2.7003205128205128,28.595708190008697,817.7145268881305,0.2355466570354297,0.025837105667851298,0.0006675560292917137,290.0,621.0,7.0,0.014819233981625103,46.0,59.0,4.282758620689656,6.59474830197847,43.490705166447924,4.282758620689656,4.282758620689656,370.0827586206897,970.7373495037702,942331.001721605,0.2849706601530532,0.03474712623223039,0.0012073627813985535,,,,,,,,,,,,,,,,,,,,
1400,C:\Angel\Data_2020\unique\3af36ec0b49dfc8ff976740833d6b0d26d72c0e9.txt,1112.0,2237.0,4.0,0.0018107026529991129,65.0,73.0,4.023381294964029,6.618129104284831,43.79963284098194,2.0116906474820144,2.0116906474820144,1.0728417266187051,10.82081784561658,117.09009884801428,0.19368702229786453,0.026044028779883474,0.0006782914350873986,142.0,232.0,9.0,0.023174508041154732,37.0,47.0,3.267605633802817,5.497795164714626,30.22575167315952,3.267605633802817,3.267605633802817,188.0774647887324,516.2657440302359,266530.31845909305,0.2791820257253237,0.04148756181361881,0.0017212177852388413,,,,,,,,,,,,,,,,,,,,
1401,C:\Angel\Data_2020\unique\3affed4bfab2336d9edd747ac6a92a284d6b524d.txt,732.0,2251.0,4.0,0.004206753231220052,1.0,91.0,6.150273224043716,10.481008161097352,109.85153207298931,3.0751366120218577,3.0751366120218577,3.949453551912568,29.434673606834863,866.4000103409011,0.29509752781999665,0.02918665380489173,0.0008518607603266009,102.0,185.0,6.0,0.035915356241506505,31.0,30.0,3.627450980392157,5.081360947790631,25.8202290817317,3.627450980392157,3.627450980392157,111.18627450980392,251.54108522860574,63272.9175579847,0.3186409175444201,0.04614457811105775,0.0021293220890475093,,,,,,,,,,,,,,,,,,,,
