,Unnamed: 0,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
40,unique_2.0\0b65b54e23053fb7605c5947a96184d46addef8d.txt,7,6,1,0.14285714285714285,6,2,1.7142857142857142,0.4879500364742666,0.2380952380952381,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.3920722135007849,0.08612632668082518,0.007417744147532219,2,1,1,0.5,1,1,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
41,unique_2.0\0b8ec9ded68fd042c115fae177be24d4003d78f4.txt,333,703,2,0.006358768406961178,2,44,4.222222222222221,5.4633377071416485,29.848058902275767,2.1111111111111107,2.1111111111111107,0.32432432432432434,3.1140339994801916,9.697207749918595,0.25985131681699875,0.02380624106899784,0.0005667371138352394,332,702,2,0.0063880901248498535,1,44,4.2289156626506035,5.469111950546354,29.911185527608925,2.1144578313253013,2.1144578313253013,0.3253012048192771,3.1186833294847034,9.726185709605796,0.2602322235663545,0.0237176448775853,0.0005625266785392482
42,unique_2.0\0ba808acf064126a08ba32ec161ca6f162abff06.txt,1210,3218,6,0.0021997552789341647,19,66,5.319008264462809,6.945067622146888,48.23396427619303,2.6595041322314046,2.6595041322314046,5.803305785123968,36.821369110076496,1355.8132231404961,0.2392499273461771,0.030743935621775208,0.0009451895775158584,1178,3176,6,0.002290650022430484,1,66,5.392190152801359,7.0004738369428345,49.00663394172114,2.6960950764006792,2.6960950764006792,5.957555178268253,37.29827507405003,1391.1613234995016,0.24277762145398715,0.029958034440876687,0.0008974838275607539
43,unique_2.0\0bade6b1aae0222f629e9030dbe4b70d4919ae54.txt,43,76,1,0.04208194905869325,7,17,3.5348837209302326,3.699091504997914,13.68327796234773,1.7674418604651163,1.7674418604651163,0.0,0.0,0.0,0.3391109060776391,0.056817746510301616,0.0032282563185088912,37,70,1,0.05255255255255256,1,17,3.783783783783784,3.8451638827604318,14.785285285285285,1.891891891891892,1.891891891891892,0.0,0.0,0.0,0.4032356544416468,0.046676292868020657,0.0021786763159012358
44,unique_2.0\0bb465df9bffd43b6ffde10707de9f3625d6b665.txt,151,372,3,0.01642384105960265,3,29,4.927152317880795,5.706253105437162,32.56132450331125,2.463576158940397,2.463576158940397,2.3708609271523184,14.64085066575116,214.3545082168261,0.3274988208566481,0.049324607285987976,0.0024329168839169377,145,364,3,0.017432950191570883,1,29,5.020689655172414,5.764437147908191,33.228735632183906,2.510344827586207,2.510344827586207,2.46896551724138,14.934592299347258,223.04204714772249,0.33453832010315304,0.04908494751012594,0.002409332072071819
45,unique_2.0\0bb67033b723c4d66b08b953c4553db976bdc472.txt,2963,7914,3,0.0009017358586191203,28,86,5.341883226459669,7.839775320343222,61.46207707346265,2.6709416132298345,2.6709416132298345,0.2315221059736753,3.1233193095735583,9.755123509555052,0.20660286406528905,0.025990895867656245,0.0006755266680033505,2839,7677,3,0.0009528263458160162,1,86,5.408242338851708,7.938670998766952,63.02249722666347,2.704121169425854,2.704121169425854,0.2384642479746389,3.186202841899048,10.151888549725571,0.2149937717681833,0.022435128202801743,0.0005033349774761503
46,unique_2.0\0bc0999e912c1ce08dc38bf733363aee8f7aff4e.txt,372,617,2,0.004470625742689042,47,49,3.3172043010752685,4.6187739159273065,21.33307248645045,1.6586021505376345,1.6586021505376345,0.21505376344086025,1.5543137944973575,2.4158913717647743,0.1165710719801278,0.02039306927486106,0.0004158772744492824,288,506,2,0.00612175764614789,1,49,3.513888888888889,5.061277621837362,25.616531165311656,1.7569444444444444,1.7569444444444444,0.2534722222222222,1.5505383214657162,2.4041690863337206,0.13203733498500786,0.022915205431975942,0.0005251066399896598
47,unique_2.0\0bd33c56c2ef47f7623d361a0c905576e77124e3.txt,360,879,3,0.0068012999071494894,2,51,4.883333333333334,5.782766636493716,33.44038997214485,2.441666666666667,2.441666666666667,3.355555555555556,19.327080120860032,373.5360259981431,0.2867854093607308,0.037886132089142925,0.001435359004675985,359,878,3,0.0068315152269650325,1,51,4.891364902506964,5.783999126659727,33.45464589720048,2.445682451253482,2.445682451253482,3.3231197771587744,19.345683807610982,374.25548198406153,0.28693670047376296,0.037915416204515696,0.0014375787859616516
48,unique_2.0\0bdaad2cd90c3f61cdc2b6e047fbf30e7e91f27f.txt,154,292,3,0.012392835922247688,24,28,3.7922077922077917,4.286588485664221,18.374840845429077,1.8961038961038958,1.8961038961038958,1.1428571428571428,9.64766799106048,93.07749766573295,0.21811662257216413,0.044981482898883145,0.0020233338037825167,124,258,2,0.016915814319433516,1,28,4.161290322580645,4.637049624043347,21.502229215840543,2.0806451612903225,2.0806451612903225,1.0403225806451613,8.788757779671133,77.24226330972986,0.27902849837355104,0.03749667755741814,0.0014060008278449852
49,unique_2.0\0be3387c60078fb939a139b51ca2a406b51c9656.txt,454,814,3,0.00395795042351042,44,42,3.5859030837004404,4.107858666631993,16.874502825023587,1.7929515418502202,1.7929515418502202,2.0506607929515424,19.77449216544488,391.03054040124084,0.22189066068780375,0.0328925942519847,0.0010819227566256973,406,763,3,0.004640272456364411,1,39,3.7586206896551726,4.107910113453416,16.874925500212857,1.8793103448275863,1.8793103448275863,1.9334975369458127,17.25463171075107,297.7223154736564,0.22967409834977334,0.03256846486408619,0.0010607049036032163
50,unique_2.0\0be6ba74881da815affae7137e951f04aa678850.txt,448,1130,4,0.005642777245126239,14,41,5.044642857142857,6.132231774715492,37.604266538830295,2.5223214285714284,2.5223214285714284,6.522321428571429,34.72209147045037,1205.6236360823225,0.2844415063536386,0.03359578992762723,0.0011286771008612593,435,1117,4,0.005916626939986228,1,41,5.135632183908046,6.160861620038706,37.956215901265956,2.567816091954023,2.567816091954023,6.5793103448275865,34.32546325490248,1178.2374276636604,0.2881301336688305,0.03275392509303559,0.0010728196090001862
51,unique_2.0\0bf5a5ebd64b8cdb48276b56134ff21990b24b81.txt,2067,5381,6,0.0012600628228310925,55,63,5.206579583938074,6.74493070977029,45.494090279602354,2.603289791969037,2.603289791969037,6.858732462506048,75.44028092163227,5691.235985534792,0.18350590191875712,0.033121011318916566,0.001097001390787799,1904,5129,6,0.0014155557125635331,1,63,5.387605042016807,6.948120470759777,48.276378076191065,2.693802521008404,2.693802521008404,7.414390756302521,78.57652833389507,6174.270805007413,0.20228079886645006,0.029528097740861705,0.0008719085561938821
52,unique_2.0\0bf613f49eaee090419bb7d8401e36a16db6c972.txt,36,64,1,0.0507936507936508,3,32,3.555555555555556,6.411794687223781,41.111111111111114,1.7777777777777777,1.7777777777777777,0.0,0.0,0.0,0.5079796335988287,0.08486200172307448,0.0072015593364470965,29,54,1,0.0665024630541872,1,27,3.724137931034482,6.447017869439094,41.56403940886699,1.862068965517241,1.862068965517241,0.0,0.0,0.0,0.549346016646849,0.11527235015599915,0.013287714710487276
53,unique_2.0\0bfaff331e6d283e7dc4a841b5152b0424a120bf.txt,617,1829,4,0.004812246100738807,17,66,5.928687196110211,9.81491561685356,96.33256856595592,2.9643435980551054,2.9643435980551054,6.437601296596434,50.912114957716724,2592.043449467762,0.2735922199301195,0.04080022638510257,0.0016646584730756204,580,1765,4,0.00525579179322256,1,66,6.086206896551723,10.03548881090866,100.71103567387293,3.0431034482758617,3.0431034482758617,6.4,49.798921822277364,2479.932614661293,0.2925039805904117,0.0363476471213804,0.0013211514512603926
54,unique_2.0\0c017624e6f5ab59a9872c657d094064f0875f6d.txt,3,2,1,0.3333333333333333,2,2,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.1924500897298753,0.03703703703703705,2,1,1,0.5,1,1,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
55,unique_2.0\0c13cf8f506a06bf83f599165f2b437180e52277.txt,355,986,5,0.007845945730882469,3,67,5.5549295774647875,7.514520571262722,56.468019415930605,2.7774647887323938,2.7774647887323938,8.278873239436619,47.92170111583503,2296.4894378354247,0.31171705625754864,0.037801658100500436,0.0014289653551471304,353,984,5,0.007919134689672933,1,67,5.575070821529745,7.529159342642568,56.68824040690188,2.7875354107648724,2.7875354107648724,8.325779036827196,48.053574648723895,2309.146036520481,0.31275028975143737,0.037582888046766086,0.0014124734739357535
